232.658 xcp_udp:../genio/genio/file.cpp(35): open /fl/Lr0_5501 No such file or directory
232.658 xcp_udp:../xcp/e7.cpp(148): ERR errno=2 
232.709 xcp_udp:../stream/execute.cpp(432): log_erase 0
878.242 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
879.242 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
880.262 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
881.262 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
882.262 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
883.262 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
884.282 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
885.282 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
886.282 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
887.302 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
888.322 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
889.322 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
890.342 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
891.362 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
892.382 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
893.402 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
894.402 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
895.402 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
896.422 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
897.422 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
898.442 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
899.462 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
900.462 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
901.462 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
902.482 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
903.482 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
904.482 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
905.502 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
906.522 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
907.542 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
908.542 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
909.562 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
910.562 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
911.562 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
912.562 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
913.582 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
914.602 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
915.622 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
916.622 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
917.622 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
918.642 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
919.662 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
920.682 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
921.682 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
922.682 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
923.702 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
924.702 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
925.702 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
926.722 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
927.742 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
928.742 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
929.742 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
930.762 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
931.782 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
932.802 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
933.802 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
934.822 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
935.842 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
936.842 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
937.862 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
938.862 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
939.882 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
940.882 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
941.902 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
942.922 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
943.942 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
944.962 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
945.982 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
947.002 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
948.002 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
949.022 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
950.042 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
951.062 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
952.082 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
953.102 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
954.122 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
955.142 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
956.162 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
957.162 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
958.182 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
959.202 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
960.222 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
961.242 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
962.262 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
963.262 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
964.282 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
965.282 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
966.302 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
967.302 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
968.302 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
969.322 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
970.322 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
971.342 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
972.362 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
973.362 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
974.382 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
975.382 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
976.382 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
977.402 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
978.402 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
979.422 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
980.422 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
981.442 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
982.462 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
983.462 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
984.462 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
985.482 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
986.502 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
987.502 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
988.502 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
989.522 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
990.522 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
991.542 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
992.542 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
993.542 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
994.562 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
995.562 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
996.582 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
997.582 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
998.582 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
999.602 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1000.602 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1001.602 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1002.602 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1003.622 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1004.642 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1005.662 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1006.662 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1007.682 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1008.682 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1009.682 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1010.702 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1011.722 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1012.722 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1013.742 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1014.762 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1015.762 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1016.782 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1017.802 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1018.802 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1019.802 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1020.822 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1021.822 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1022.842 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1023.842 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1024.862 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1025.882 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1026.882 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1027.882 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1028.882 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1029.902 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1030.922 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1031.922 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1032.942 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1033.942 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1034.942 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1035.962 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1036.962 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1037.982 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1038.982 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1039.982 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1040.982 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1042.002 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1043.002 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1044.022 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1045.022 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1046.042 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1047.062 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1048.082 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1049.102 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1050.102 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1051.102 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1052.122 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1053.142 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1054.142 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1055.142 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1056.162 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1057.182 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1058.202 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1059.222 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1060.242 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1061.262 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1062.262 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1063.262 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1064.262 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1065.282 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1066.282 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1067.302 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1068.322 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1069.322 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1070.342 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1071.362 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1072.382 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1073.402 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1074.422 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1075.422 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1076.442 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1077.442 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1078.462 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1079.482 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1080.502 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1081.522 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1082.542 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1083.542 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1084.562 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1085.582 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1086.582 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1087.602 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1088.622 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1089.642 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1090.662 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1091.662 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1092.682 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1093.682 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1094.702 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1095.722 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1096.742 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1097.762 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1098.762 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1099.782 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1100.782 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1101.782 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1102.802 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1103.802 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1104.822 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1105.842 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1106.842 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1107.842 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1108.862 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1109.862 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1110.862 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1111.882 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1112.902 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1113.902 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1114.922 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1115.922 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1116.942 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1117.962 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1118.962 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1119.982 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1120.982 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1122.002 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1123.022 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1124.042 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1125.062 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1126.082 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1127.102 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1128.102 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1129.102 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1130.122 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1131.122 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1132.142 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1133.162 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1134.182 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1135.202 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1136.202 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1137.202 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1138.222 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1139.222 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1140.242 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1141.262 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1142.262 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1143.282 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1144.302 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1145.302 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1146.302 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1147.322 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1148.342 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1149.362 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1150.382 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1151.402 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1152.402 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1153.422 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1154.422 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1155.442 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1156.462 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1157.482 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1158.482 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1159.502 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1160.522 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1161.522 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1162.522 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1163.542 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1164.562 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1165.562 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1166.582 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1167.582 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1168.602 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1169.622 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1170.642 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1171.642 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1172.662 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1173.682 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1174.702 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1175.722 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1176.742 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1177.742 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1178.762 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1179.782 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1180.782 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1181.782 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1182.802 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1183.802 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1184.822 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1185.842 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1186.862 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1187.862 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1188.882 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1189.902 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1190.902 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1191.902 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1192.922 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1193.942 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1194.962 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1195.962 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1196.962 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1197.982 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
1199.002 50Hz_Trigge:ecu_can_rx.c(77): CanComms.RxMessage: bad handle
